TIPLOC	type	_location_	Description	latitude	longitude
HARLSDN	FOI	51.5364,-0.257995	HARLESDEN	51.5364	-0.257995
WDGRNPK	FOI	51.549079,0.045136	WOODGRANGE PARK	51.549079	0.045136
LNDNBDC	FOI	51.503428,-0.084041	LONDON BRIDGE	51.503428	-0.084041
VRGNWTR	FOI	51.401197,-0.562106	VIRGINIA WATER	51.401197	-0.562106
FRBRMN	FOI	51.296813,-0.755978	FARNBOROUGH (MAIN)	51.296813	-0.755978
HTRWAPT	FOI	51.472267,-0.450877	HEATHROW TERMINALS 1-2-3	51.472267	-0.450877
HDRSFLD	FOI	53.649138,-1.784384	HUDDERSFIELD	53.649138	-1.784384
FAVRSHM	FOI	51.311506,0.891018	FAVERSHAM	51.311506	0.891018
SURRQSJ	OSM	51.490435,-0.046118	Silwood Junction	51.490435	-0.046118
WSTBRYW	FOI	51.266444,-2.199667	WESTBURY	51.266444	-2.199667
SNDY	FOI	52.124764,-0.280941	SANDY	52.124764	-0.280941
BOMO	FOI	50.727208,-1.86422	BOURNEMOUTH	50.727208	-1.86422
BSHPSFD	FOI	51.866498,0.165553	BISHOPS STORTFORD	51.866498	0.165553
MSHFILD	FOI	51.53051,-3.057204	MARSHFIELD	51.53051	-3.057204
EBBWJ	FOI	51.568679,-3.007143	EBBW JN	51.568679	-3.007143
CANONST	FOI	51.509749,-0.091125	LONDON CANNON STREET	51.509749	-0.091125
ELMW	FOI	51.416844,0.04442	ELMSTEAD WOODS	51.416844	0.04442
CHLTNHM	FOI	51.896793,-2.100302	CHELTENHAM SPA	51.896793	-2.100302
WVLSFLD	FOI	50.963912,-0.121019	WIVELSFIELD	50.963912	-0.121019
WLMRGRN	FOI	51.850443,-0.183781	WOOLMER GREEN JN.	51.850443	-0.183781
BORMRKJ	FOI	51.505682,-0.089912	BOROUGH MARKET JN	51.505682	-0.089912
LOGHBRO	FOI	52.77945,-1.196334	LOUGHBOROUGH	52.77945	-1.196334
MAINDWJ	FOI	51.591921,-2.990435	MAINDEE WEST JN	51.591921	-2.990435
BNBR	FOI	52.0607,-1.327777	BANBURY	52.0607	-1.327777
TAUNTON	FOI	51.024852,-3.123953	TAUNTON	51.024852	-3.123953
SPAROAD	FOI	51.49416,-0.064549	SPA ROAD JN	51.49416	-0.064549
HASLEMR	FOI	51.0889,-0.719284	HASLEMERE	51.0889	-0.719284
BICKLEY	FOI	51.400036,0.043901	BICKLEY	51.400036	0.043901
WHAMHL	FOI	51.52835,0.005093	WEST HAM HIGH LEVEL	51.52835	0.005093
RDNGORJ	FOI	51.455901,-0.989833	OXFORD ROAD JN	51.455901	-0.989833
LNDNASJ	FOI	51.496797,-0.070632	ABBEY STREET JUNCTION	51.496797	-0.070632
SLKSTRJ	FOI	51.592424,-0.236435	SILKSTREAM JUNCTION	51.592424	-0.236435
ANERLEY	FOI	51.412417,-0.065659	ANERLEY	51.412417	-0.065659
FAREHAM	FOI	50.853683,-1.192623	FAREHAM	50.853683	-1.192623
FORD	FOI	50.82943,-0.578579	FORD	50.82943	-0.578579
EBSFLTI	NaPTAN	51.442973,0.320921	Ebbsfleet International Rail Station	51.442973	0.320921
WOKNGHM	FOI	51.411227,-0.842644	WOKINGHAM	51.411227	-0.842644
HACKNYW	FOI	51.543428,-0.024472	HACKNEY WICK	51.543428	-0.024472
MNCRDGT	FOI	53.474074,-2.251126	DEANSGATE	53.474074	-2.251126
HORLEY	FOI	51.168116,-0.161008	HORLEY	51.168116	-0.161008
CNNB	FOI	51.548376,-0.093086	CANONBURY	51.548376	-0.093086
HACKNYC	FOI	51.54705,-0.056637	HACKNEY CENTRAL	51.54705	-0.056637
HIGHBYA	FOI	51.180552,0.493173	HIGHBURY & ISLINGTON	51.180552	0.493173
HOMRTON	FOI	51.547045,-0.04282	HOMERTON	51.547045	-0.04282
MLHB	FOI	51.612817,-0.248947	MILL HILL BROADWAY	51.612817	-0.248947
LNDNBCJ	FOI	51.498163,-0.073312	BRUNSWICK COURT JUNCTION	51.498163	-0.073312
RADLETT	FOI	51.68531,-0.317094	RADLETT	51.68531	-0.317094
LAINDON	FOI	51.567487,0.424662	LAINDON	51.567487	0.424662
ELTR	FOI	51.65295,-0.279999	ELSTREE & BOREHAMWOOD	51.65295	-0.279999
ELYY	FOI	52.390457,0.26623	ELY	52.390457	0.26623
CMDNRD	FOI	51.541888,-0.139274	CAMDEN ROAD	51.541888	-0.139274
LMNGTNS	FOI	52.284511,-1.537236	LEAMINGTON SPA	52.284511	-1.537236
KETR	FOI	52.39328,-0.732055	KETTERING	52.39328	-0.732055
CRAWLEY	FOI	51.112008,-0.186867	CRAWLEY	51.112008	-0.186867
NINELMJ	FOI	51.480185,-0.13326	NINE ELMS JN	51.480185	-0.13326
GLGCBSJ	FOI	55.851148,-4.260403	GLASGOW BRIDGE STREET JN	55.851148	-4.260403
GTHM	FOI	52.906,-0.642168	GRANTHAM	52.906	-0.642168
SHRHMBS	FOI	50.834387,-0.270912	SHOREHAM-BY-SEA	50.834387	-0.270912
CRKLWD	FOI	51.558662,-0.212957	CRICKLEWOOD	51.558662	-0.212957
MRKTHRB	FOI	52.479898,-0.909151	MARKET HARBOROUGH	52.479898	-0.909151
WRTINGJ	FOI	51.259096,-1.142364	WORTING JN	51.259096	-1.142364
NABT	BPLAN	50.529593,-3.59849	Newton Abbot	50.529593	-3.59849
SCOTEJN	FOI	51.442007,-0.996887	SOUTHCOTE JN	51.442007	-0.996887
BRIMSDN	FOI	51.65506,-0.03084	BRIMSDOWN	51.65506	-0.03084
WNORWOD	FOI	51.431567,-0.103348	WEST NORWOOD	51.431567	-0.103348
KNTSHTW	FOI	51.546926,-0.14677	KENTISH TOWN WEST	51.546926	-0.14677
HASTING	FOI	50.858001,0.577188	HASTINGS	50.858001	0.577188
WORTHNG	FOI	50.818672,-0.375782	WORTHING	50.818672	-0.375782
SLFDCT	FOI	53.486226,-2.275747	SALFORD CRESCENT	53.486226	-2.275747
COLSDNS	FOI	51.315684,-0.137893	COULSDON SOUTH	51.315684	-0.137893
SLFDORD	FOI	53.482639,-2.256089	SALFORD CENTRAL	53.482639	-2.256089
ALBNYPK	FOI	51.435351,0.125819	ALBANY PARK	51.435351	0.125819
CARDFQS	FOI	51.481753,-3.170204	CARDIFF QUEEN STREET	51.481753	-3.170204
LTCE	FOI	51.980412,-0.228664	LETCHWORTH GARDEN CITY	51.980412	-0.228664
MRYLAND	FOI	51.546019,0.005697	MARYLAND	51.546019	0.005697
CREWBHJ	FOI	53.063644,-2.417995	CREWE BASFORD HALL JN	53.063644	-2.417995
MADELEY	FOI	52.987285,-2.334494	MADELEY (STAFFS)	52.987285	-2.334494
STWMRKT	FOI	52.189953,1.000036	STOWMARKET	52.189953	1.000036
TAPTONJ	FOI	53.242562,-1.418589	TAPTON JN	53.242562	-1.418589
CLAPTNJ	FOI	51.568746,-0.050517	CLAPTON JN	51.568746	-0.050517
PCKHMRY	FOI	51.470174,-0.06984	PECKHAM RYE	51.470174	-0.06984
LNGDYKJ	BPLAN	51.49724,-3.135104	Long Dyke Jn	51.49724	-3.135104
BRGEND	FOI	51.506795,-3.575039	BRIDGEND	51.506795	-3.575039
WKFLDWG	FOI	53.681928,-1.505397	WAKEFIELD WESTGATE	53.681928	-1.505397
COSHAM	FOI	50.841793,-1.066905	COSHAM	50.841793	-1.066905
CHFDSJ	FOI	53.242562,-1.418589	CHESTERFIELD SOUTH JN	53.242562	-1.418589
HATFILD	FOI	51.765096,-0.215874	HATFIELD	51.765096	-0.215874
CLAYXNJ	FOI	53.185106,-1.40072	CLAY CROSS NORTH JN	53.185106	-1.40072
LNDRSTJ	FOI	52.485138,-1.866864	LANDOR STREET JN	52.485138	-1.866864
LETHRHD	FOI	51.299003,-0.333082	LEATHERHEAD	51.299003	-0.333082
BASILDN	BPLAN	51.568451,0.470257	Basildon	51.568451	0.470257
DIDCTEJ	FOI	51.60977,-1.237916	DIDCOT EAST JN	51.60977	-1.237916
LWERWJN	FOI	51.58293,-2.944589	LLANWERN WEST JN	51.58293	-2.944589
GDLMING	FOI	51.186416,-0.619025	GODALMING	51.186416	-0.619025
KNORTON	FOI	52.414083,-1.933473	KINGS NORTON	52.414083	-1.933473
BRBY	FOI	51.545069,-0.202572	BRONDESBURY	51.545069	-0.202572
FNCHLYR	FOI	51.55004,-0.183784	FINCHLEY ROAD & FROGNAL	51.55004	-0.183784
KENR	FOI	51.534517,-0.220031	KENSAL RISE	51.534517	-0.220031
SWNSCMB	FOI	51.449468,0.307088	SWANSCOMBE	51.449468	0.307088
LONB	FOI	52.397046,-1.980674	LONGBRIDGE	52.397046	-1.980674
HOCKLEY	FOI	51.603794,0.658365	HOCKLEY	51.603794	0.658365
RICHNLL	FOI	51.463324,-0.300584	RICHMOND	51.463324	-0.300584
NLRTN	FOI	54.332919,-1.441629	NORTHALLERTON	54.332919	-1.441629
GORDONH	FOI	51.663006,-0.094378	GORDON HILL	51.663006	-0.094378
HTNOJN	FOI	53.414722,-2.170089	HEATON NORRIS JN	53.414722	-2.170089
BRBYPK	FOI	51.540619,-0.210289	BRONDESBURY PARK	51.540619	-0.210289
CRSHLTN	FOI	51.368536,-0.166523	CARSHALTON	51.368536	-0.166523
THIRSK	FOI	54.228483,-1.373289	THIRSK	54.228483	-1.373289
WLNGBRO	FOI	52.303752,-0.676432	WELLINGBOROUGH	52.303752	-0.676432
RDNGHLJ	FOI	51.461043,-0.988625	READING HIGH LEVEL JN	51.461043	-0.988625
WALNGTN	FOI	51.360246,-0.150594	WALLINGTON	51.360246	-0.150594
RAMSGTE	FOI	51.341155,1.405474	RAMSGATE	51.341155	1.405474
SPHEADJ	FOI	51.441493,0.330603	SPRINGHEAD JUNCTION (CTRL)	51.441493	0.330603
TTNHMSJ	FOI	51.58187,-0.059972	TOTTENHAM SOUTH JN	51.58187	-0.059972
BKNHRST	FOI	50.816525,-1.573647	BROCKENHURST	50.816525	-1.573647
COPRMLJ	FOI	51.574069,-0.052627	COPPERMILL JUNCTION	51.574069	-0.052627
DALSKLD	FOI	51.548189,-0.076103	DALSTON KINGSLAND	51.548189	-0.076103
BILERCY	FOI	51.628985,0.417551	BILLERICAY	51.628985	0.417551
NRTHFLT	FOI	51.445895,0.324063	NORTHFLEET	51.445895	0.324063
STHEAIR	FOI	51.567177,0.704976	SOUTHEND AIRPORT	51.567177	0.704976
BYFLANH	FOI	51.349797,-0.480858	BYFLEET & NEW HAW	51.349797	-0.480858
PSLDAWH	FOI	50.835757,-0.205007	PORTSLADE	50.835757	-0.205007
HROWDC	BPLAN	51.591621,-0.334101	Harrow & Wealdstone DC	51.591621	-0.334101
STECHFD	FOI	52.485197,-1.811112	STECHFORD	52.485197	-1.811112
ILFENBP	NaPTAN	51.575040,0.089684	Newbury Park Station	51.575040	0.089684
RAYLEGH	FOI	51.589439,0.600208	RAYLEIGH	51.589439	0.600208
ROCHFD	FOI	51.581641,0.702125	ROCHFORD	51.581641	0.702125
HORSHAM	FOI	51.065906,-0.31899	HORSHAM	51.065906	-0.31899
NBCKNHM	FOI	51.416839,-0.035213	NEW BECKENHAM	51.416839	-0.035213
PCRKJN	FOI	50.834037,-1.05408	PORTCREEK JN	50.834037	-1.05408
CHFN	FOI	53.826823,-1.227509	CHURCH FENTON	53.826823	-1.227509
PKWD	FOI	51.182321,0.389509	PADDOCK WOOD	51.182321	0.389509
EDGH	FOI	53.402548,-2.946933	EDGE HILL	53.402548	-2.946933
WIGANNW	FOI	53.542679,-2.631765	WIGAN NORTH WESTERN	53.542679	-2.631765
GLOSTER	FOI	51.866131,-2.239362	GLOUCESTER	51.866131	-2.239362
CLDNNRB	FOI	51.543374,-0.115216	CALEDONIAN RD & BARNSBURY	51.543374	-0.115216
WHMPSJN	FOI	51.548336,-0.185828	WEST HAMPSTEAD SOUTH JN	51.548336	-0.185828
ROYSTON	FOI	52.053113,-0.027387	ROYSTON	52.053113	-0.027387
PRITLWL	FOI	51.55067,0.710589	PRITTLEWELL	51.55067	0.710589
WMBYDC	FOI	51.551628,-0.296199	WEMBLEY CENTRAL DC	51.551628	-0.296199
PHBR	FOI	50.783533,-1.097145	PORTSMOUTH HARBOUR	50.783533	-1.097145
ASHD	FOI	51.317776,-0.30779	ASHTEAD	51.317776	-0.30779
MERSTHM	FOI	51.264122,-0.150026	MERSTHAM	51.264122	-0.150026
SKELTON	FOI	53.971175,-1.120733	SKELTON JN. (YORK)	53.971175	-1.120733
KTON	FOI	51.581407,-0.316548	KENTON	51.581407	-0.316548
LEAJ	FOI	51.543288,-0.016171	LEA JUNCTION	51.543288	-0.016171
NWEMBLY	FOI	51.562277,-0.303823	NORTH WEMBLEY	51.562277	-0.303823
SKENTON	FOI	51.570049,-0.308382	SOUTH KENTON	51.570049	-0.308382
HAMTSQ	FOI	53.394485,-3.01366	HAMILTON SQUARE	53.394485	-3.01366
GIPSYH	FOI	51.424698,-0.084602	GIPSY HILL	51.424698	-0.084602
SWINTN	FOI	53.485446,-1.305533	SWINTON (S.YORKS)	53.485446	-1.305533
EGHAM	FOI	51.429567,-0.54604	EGHAM	51.429567	-0.54604
NMPTN	FOI	52.237996,-0.906992	NORTHAMPTON	52.237996	-0.906992
CMDNRDJ	FOI	51.541888,-0.139274	CAMDEN ROAD JN	51.541888	-0.139274
JAMESST	FOI	53.404861,-2.991945	JAMES STREET	53.404861	-2.991945
HFDN	FOI	51.798584,-0.092293	HERTFORD NORTH	51.798584	-0.092293
STMRYC	FOI	51.39476,0.106212	ST MARY CRAY	51.39476	0.106212
CANALJ	OSM	51.483359,-0.043096	Canal Junction (New Cross)	51.483359	-0.043096
HRGY	FOI	51.577421,-0.105249	HARRINGAY	51.577421	-0.105249
BGRN	FOI	52.360601,-1.992892	BARNT GREEN	52.360601	-1.992892
ASFDMSX	FOI	51.436279,-0.469316	ASHFORD (SURREY)	51.436279	-0.469316
CHCHSTR	FOI	50.831871,-0.782563	CHICHESTER	50.831871	-0.782563
HRNSY	FOI	51.586076,-0.111616	HORNSEY	51.586076	-0.111616
STFORDI	FOI	51.544835,-0.008763	STRATFORD INTERNATIONAL	51.544835	-0.008763
WEYBDGE	FOI	51.361676,-0.456794	WEYBRIDGE	51.361676	-0.456794
PTRSFLD	FOI	51.006267,-0.942259	PETERSFIELD	51.006267	-0.942259
PRNCSTG	FOI	55.950262,-3.199292	PRINCES ST GARDENS	55.950262	-3.199292
STAFTVJ	FOI	52.795254,-2.108175	STAFFORD TRENT VALLEY JN	52.795254	-2.108175
KENSLGJ	FOI	51.532886,-0.234671	KENSAL GREEN JN	51.532886	-0.234671
SHPRTBJ	FOI	52.157018,0.134994	SHEPRETH BRANCH JN	52.157018	0.134994
STKPE1	FOI	53.397517,-2.164441	EDGELEY JN NO1	53.397517	-2.164441
SBRMNDS	FOI	51.48764,-0.054195	SOUTH BERMONDSEY	51.48764	-0.054195
CRSHLTB	FOI	51.357218,-0.169072	CARSHALTON BEECHES	51.357218	-0.169072
WADDON	FOI	51.367388,-0.117394	WADDON	51.367388	-0.117394
STOKEOT	FOI	53.00796,-2.181151	STOKE-ON-TRENT	53.00796	-2.181151
FACTRYJ	FOI	51.470884,-0.139328	FACTORY JN	51.470884	-0.139328
EDULWCH	FOI	51.461269,-0.080624	EAST DULWICH	51.461269	-0.080624
NDULWCH	FOI	51.454737,-0.087577	NORTH DULWICH	51.454737	-0.087577
HMPDNPK	FOI	50.795921,0.279687	HAMPDEN PARK	50.795921	0.279687
WALRSAL	FOI	51.148263,-1.281781	WALLERS ASH LOOP	51.148263	-1.281781
WEALING	FOI	51.513469,-0.320826	WEST EALING	51.513469	-0.320826
LANCSTR	FOI	54.048871,-2.807674	LANCASTER	54.048871	-2.807674
MITCHMJ	FOI	51.392834,-0.157373	MITCHAM JUNCTION	51.392834	-0.157373
STKYJN	FOI	51.505882,-0.443613	STOCKLEY JUNCTION	51.505882	-0.443613
CSEAH	FOI	51.47554,-0.183361	IMPERIAL WHARF	51.47554	-0.183361
WBRMPTN	FOI	51.487114,-0.195648	WEST BROMPTON	51.487114	-0.195648
ASTON	FOI	52.504634,-1.872286	ASTON	52.504634	-1.872286
NRCH	FOI	52.625879,1.308291	NORWICH	52.625879	1.308291
KENTHOS	FOI	51.41236,-0.045414	KENT HOUSE	51.41236	-0.045414
CAMBNTH	NaPTAN	52.224482,0.158479	Cambridge North Rail Station	52.224482	0.158479
WWRTHNG	FOI	50.818397,-0.392998	WEST WORTHING	50.818397	-0.392998
DRDAYSJ	FOI	51.454193,-2.567146	DR DAY'S JN	51.454193	-2.567146
STMGTS	FOI	51.45478,-0.32111	ST MARGARETS	51.45478	-0.32111
PRSTRJN	FOI	53.748188,-2.705874	RIBBLE JN	53.748188	-2.705874
BURTNOT	FOI	52.805357,-1.643012	BURTON-ON-TRENT	52.805357	-1.643012
STRHILL	FOI	51.438455,-0.128487	STREATHAM HILL	51.438455	-0.128487
EFNGHMJ	FOI	51.28909,-0.422457	EFFINGHAM JUNCTION	51.28909	-0.422457
MOTSPRP	FOI	51.395409,-0.239422	MOTSPUR PARK	51.395409	-0.239422
SYSTNSJ	FOI	52.694562,-1.082702	SYSTON SOUTH JN	52.694562	-1.082702
SWKBDGJ	FOI	51.499537,-0.100211	SOUTHWARK BRIDGE JUNCTION	51.499537	-0.100211
TOLERTN	FOI	54.073181,-1.213255	TOLLERTON JN	54.073181	-1.213255
LTCHMRJ	FOI	51.471069,-0.169356	LATCHMERE JN	51.471069	-0.169356
HWYCOMB	FOI	51.629401,-0.745097	HIGH WYCOMBE	51.629401	-0.745097
BKSWELL	FOI	52.396219,-1.642147	BERKSWELL	52.396219	-1.642147
SYDNHMH	FOI	51.432593,-0.080158	SYDENHAM HILL	51.432593	-0.080158
PNGEE	FOI	51.419671,-0.054594	PENGE EAST	51.419671	-0.054594
LNCG	FOI	50.826988,-0.323468	LANCING	50.826988	-0.323468
STMRYCJ	FOI	51.396093,0.076329	ST MARY CRAY JN	51.396093	0.076329
GRAYS	FOI	51.47644,0.321108	GRAYS	51.47644	0.321108
CARLILE	FOI	54.891278,-2.934578	CARLISLE	54.891278	-2.934578
MTRPLTJ	FOI	51.504167,-0.09741	METROPOLITAN JN	51.504167	-0.09741
NNRYMLJ	FOI	53.383132,-1.457418	NUNNERY MAIN LINE JN	53.383132	-1.457418
BROXBNJ	FOI	51.762618,0.005356	BROXBOURNE JN	51.762618	0.005356
IPSWESJ	FOI	52.057496,1.127622	IPSWICH EAST SUFFOLK JN	52.057496	1.127622
NEWANG	FOI	53.081709,-0.799617	NEWARK NORTH GATE	53.081709	-0.799617
CHNELSJ	FOI	51.542055,-0.012389	CHANNELSEA JN	51.542055	-0.012389
WGSTNNJ	FOI	52.588064,-1.126375	WIGSTON NORTH JN	52.588064	-1.126375
CNNBYWJ	FOI	51.547255,-0.098801	CANONBURY WEST JN	51.547255	-0.098801
HLDG	FOI	53.369531,-2.236638	HEALD GREEN	53.369531	-2.236638
ALDWRKJ	FOI	53.458948,-1.321297	ALDWARKE JN	53.458948	-1.321297
CHEAM	FOI	51.355695,-0.214288	CHEAM	51.355695	-0.214288
POLGATE	FOI	50.821132,0.245802	POLEGATE	50.821132	0.245802
PLYMTH	FOI	50.378154,-4.143068	PLYMOUTH	50.378154	-4.143068
SILEBYJ	FOI	52.73483,-1.113773	SILEBY JN	52.73483	-1.113773
BRANKSM	FOI	50.727079,-1.919163	BRANKSOME	50.727079	-1.919163
WDULWCH	FOI	51.44057,-0.091219	WEST DULWICH	51.44057	-0.091219
ASCOT	FOI	51.406163,-0.676784	ASCOT	51.406163	-0.676784
SELHGRJ	FOI	51.387461,-0.086402	GLOUCESTER ROAD JUNCTION	51.387461	-0.086402
SOHOSJ	FOI	52.491185,-1.941192	SOHO SOUTH JN	52.491185	-1.941192
WRGTNBQ	FOI	53.384302,-2.601709	WARRINGTON BANK QUAY	53.384302	-2.601709
NEVLWJN	FOI	53.79423,-1.519789	NEVILLE H. WEST JN	53.79423	-1.519789
COLWICH	FOI	52.78866,-1.98593	COLWICH	52.78866	-1.98593
UPRHLWY	FOI	51.563339,-0.129886	UPPER HOLLOWAY	51.563339	-0.129886
SEVNSIS	FOI	51.583423,-0.075062	SEVEN SISTERS	51.583423	-0.075062
SLSBRY	FOI	51.074893,-1.797747	SALISBURY	51.074893	-1.797747
BELNGHM	FOI	51.433529,-0.019707	BELLINGHAM	51.433529	-0.019707
RUGLYNJ	FOI	52.772254,-1.933731	RUGELEY NORTH JN	52.772254	-1.933731
BRSR	FOI	51.360946,1.433437	BROADSTAIRS	51.360946	1.433437
RCHTBDJ	FOI	51.393328,0.499739	ROCHESTER BRIDGE JN	51.393328	0.499739
FAMR	FOI	50.861998,-0.087178	FALMER	50.861998	-0.087178
NAVRDJ	FOI	51.547339,-0.06323	NAVARINO ROAD JN	51.547339	-0.06323
ERLY	FOI	51.441004,-0.917472	EARLEY	51.441004	-0.917472
LCHTNJ	FOI	52.687794,-1.801956	LICHFIELD NORTH JN (LL)	52.687794	-1.801956
SURRCNJ	OSM	51.484026,-0.043371	Surrey Canal Junction	51.484026	-0.043371
SBYD	FOI	53.484209,-2.064067	STALYBRIDGE	53.484209	-2.064067
SHPDSB	FOI	51.511964,-0.220578	SHEPHERD'S BUSH	51.511964	-0.220578
STANMFC	FOI	51.901197,0.199115	STANSTED MOUNTFITCHET	51.901197	0.199115
LNGBKBY	FOI	52.294287,-1.08583	LONG BUCKBY	52.294287	-1.08583
PRSTNFJ	FOI	53.760434,-2.711298	PRESTON FYLDE JN.	53.760434	-2.711298
CHALLOW	FOI	51.612556,-1.490258	CHALLOW	51.612556	-1.490258
TUNWELL	FOI	51.129941,0.26301	TUNBRIDGE WELLS	51.129941	0.26301
MOTHRWL	FOI	55.791877,-3.995053	MOTHERWELL	55.791877	-3.995053
WANTRD	FOI	51.619549,-1.410794	WANTAGE ROAD	51.619549	-1.410794
GERRDSX	FOI	51.588821,-0.555051	GERRARDS CROSS	51.588821	-0.555051
WTRORTN	FOI	52.518558,-1.743931	WATER ORTON	52.518558	-1.743931
WSBRNRJ	FOI	51.544237,-0.111805	WESTBOURNE ROAD JUNCTION	51.544237	-0.111805
HORFDJN	OSM	51.494352,-2.569303	Horfield Junction	51.494352	-2.569303
LVRPLSH	FOI	53.407839,-2.977437	LIVERPOOL LIME STREET	53.407839	-2.977437
NTNGMJN	FOI	52.943926,-1.161519	MANSFIELD JN	52.943926	-1.161519
CMDNREJ	FOI	51.541123,-0.131287	CAMDEN RD. E. JN.	51.541123	-0.131287
TIVIPW	FOI	50.916857,-3.360033	TIVERTON PARKWAY	50.916857	-3.360033
CSGT	FOI	53.804989,-1.450759	CROSS GATES	53.804989	-1.450759
SELYOAK	FOI	52.44189,-1.935623	SELLY OAK	52.44189	-1.935623
ELMERSE	FOI	51.398184,-0.049511	ELMERS END	51.398184	-0.049511
TRENT	FOI	52.885009,-1.264753	TRENT EAST JN	52.885009	-1.264753
AMNGTNJ	FOI	52.638281,-1.669805	AMINGTON JUNCTION	52.638281	-1.669805
NRCHTPJ	FOI	52.623535,1.313937	THORPE JUNCTION	52.623535	1.313937
ALDRSHT	FOI	51.246334,-0.759704	ALDERSHOT	51.246334	-0.759704
EDGHSB	FOI	53.40319,-2.938433	EDGE HILL S.B.	53.40319	-2.938433
TMWTHHL	FOI	52.637383,-1.686391	TAMWORTH	52.637383	-1.686391
NSMRSTJ	FOI	51.450729,-2.563922	NORTH SOMERSET JN	51.450729	-2.563922
MCKLFLD	FOI	53.788786,-1.325974	MICKLEFIELD	53.788786	-1.325974
DORESNJ	FOI	53.333503,-1.511071	DORE STATION JN	53.333503	-1.511071
FRLNGTJ	FOI	50.838472,-1.044277	FARLINGTON JN	50.838472	-1.044277
REDGWJN	FOI	51.461918,-0.996264	READING WEST JN	51.461918	-0.996264
WBYFLET	FOI	51.339493,-0.505419	WEST BYFLEET	51.339493	-0.505419
TOTNES	FOI	50.435742,-3.689026	TOTNES	50.435742	-3.689026
HBROOMS	FOI	51.149258,0.277425	HIGH BROOMS	51.149258	0.277425
STPLNAR	FOI	51.470907,-2.571053	NARROWAYS HILL JN	51.470907	-2.571053
WDRYTON	FOI	51.505946,-0.444346	WEST DRAYTON	51.505946	-0.444346
DUDLPT	FOI	52.524461,-2.049332	DUDLEY PORT	52.524461	-2.049332
ASHH	FOI	51.249686,-0.712832	ASH	51.249686	-0.712832
ANGMRNG	FOI	50.816475,-0.488702	ANGMERING	50.816475	-0.488702
FIVEWYS	FOI	52.470554,-1.913397	FIVE WAYS	52.470554	-1.913397
UFNGTN	FOI	51.612115,-1.549416	UFFINGTON (OXFORDSHIRE)	51.612115	-1.549416
LEYTNMR	FOI	51.56955,-0.00738	LEYTON MIDLAND ROAD	51.56955	-0.00738
EMSWTH	FOI	50.851657,-0.939309	EMSWORTH	50.851657	-0.939309
KNNGTNJ	FOI	51.724021,-1.247363	KENNINGTON JN	51.724021	-1.247363
ACBG	FOI	53.266167,-2.602537	ACTON BRIDGE	53.266167	-2.602537
UNVRSYB	FOI	52.451618,-1.936168	UNIVERSITY	52.451618	-1.936168
PATCHWY	FOI	51.525664,-2.562254	PATCHWAY	51.525664	-2.562254
TRENTJ	FOI	52.876476,-1.267259	TRENT SOUTH JN	52.876476	-1.267259
THPLESK	FOI	51.847698,1.161405	THORPE-LE-SOKEN	51.847698	1.161405
DIDCTNJ	FOI	51.621339,-1.244483	DIDCOT NORTH JN	51.621339	-1.244483
LVRPLCS	OSM	53.405322,-2.962845	Crown Street Junction	53.405322	-2.962845
LIMHSE	FOI	51.512658,-0.039625	LIMEHOUSE	51.512658	-0.039625
CATFBDG	FOI	51.444911,-0.024884	CATFORD BRIDGE	51.444911	-0.024884
CLOCKHS	FOI	51.408044,-0.04114	CLOCK HOUSE	51.408044	-0.04114
LDYW	FOI	51.456003,-0.019238	LADYWELL	51.456003	-0.019238
LSYDNHM	FOI	51.424846,-0.033287	LOWER SYDENHAM	51.424846	-0.033287
CRFDSPB	FOI	51.451209,0.197772	CRAYFORD SPUR B	51.451209	0.197772
EDPK	FOI	51.390687,-0.02712	EDEN PARK	51.390687	-0.02712
WEEDON	FOI	52.23461,-1.081448	WEEDON	52.23461	-1.081448
WWICKHM	FOI	51.381457,-0.014684	WEST WICKHAM	51.381457	-0.014684
MTRBDGJ	FOI	51.526517,-0.235696	MITRE BRIDGE JN	51.526517	-0.235696
CHST	FOI	53.196006,-2.877678	CHESTER	53.196006	-2.877678
ACWLJN	FOI	51.522739,-0.254869	ACTON WELLS JN	51.522739	-0.254869
BOLTON	FOI	53.572889,-2.424347	BOLTON	53.572889	-2.424347
HARTFDJ	FOI	53.249699,-2.569603	HARTFORD JN	53.249699	-2.569603
NEASDSJ	FOI	51.554769,-0.2536	NEASDEN SOUTH JN	51.554769	-0.2536
STFOWJN	FOI	51.544879,-0.013448	STRATFORD INTL W JN	51.544879	-0.013448
YWAYSJN	OSM	51.539914,-0.125704	York Way South Junction	51.539914	-0.125704
STPANCI	FOI	51.531223,-0.126848	ST PANCRAS INTERNATIONAL	51.531223	-0.126848
CHDH	FOI	53.376107,-2.188424	CHEADLE HULME	53.376107	-2.188424
MARGATE	FOI	51.385192,1.371095	MARGATE	51.385192	1.371095
MARYLBN	FOI	51.52339,-0.163207	LONDON MARYLEBONE	51.52339	-0.163207
CBOMJN	FOI	52.514522,-1.77957	CASTLE BROMWICH JN	52.514522	-1.77957
EBOURNE	FOI	50.769927,0.282082	EASTBOURNE	50.769927	0.282082
WTNBSTJ	FOI	51.535446,-1.907133	WOOTTON BASSETT JN	51.535446	-1.907133
REDBDGE	FOI	50.919604,-1.469836	REDBRIDGE	50.919604	-1.469836
